property,title,value,format
7708234640-childgarden6064th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: дошкольное (для детей в возрасте 6-9 лет), 60-64 года",https://rosstat.gov.ru/opendata/7708234640-childgarden6064th/meta.csv,csv
7708234640-VSHP2016223,"СТРУКТУРА ЧИСЛЕННОСТИ ГЛАВ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО СТАЖУ РАБОТЫ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016223/meta.csv,csv
7708234640-VSHP2016331,"ПОСЕВНАЯ ПЛОЩАДЬ САЛАТНЫХ КУЛЬТУР (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016331/meta.csv,csv
7708234640-mpn2015584,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: дошкольное (для детей в возрасте 6-9 лет);Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015584/meta.csv,csv
7708234640-mpn2015670,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: начальное профессиональное;Л3 Число исполнившихся лет: 15 лет и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015670/meta.csv,csv
7708234640-graduateunemployableold,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: послевузовское профессиональное, Возрастная группа: старше трудоспособного",https://rosstat.gov.ru/opendata/7708234640-graduateunemployableold/meta.csv,csv
7708234640-VSHP2016482,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ КАРТОФЕЛЯ ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016482/meta.csv,csv
7708234640-fullschool89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее образование, 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-fullschool89th/meta.csv,csv
7708234640-fullcollege2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее профессиональное (среднее специальное), 20-24 года",https://rosstat.gov.ru/opendata/7708234640-fullcollege2024th/meta.csv,csv
7708234640-VSHP2016337,"ПОСЕВНАЯ ПЛОЩАДЬ КОРМОВЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016337/meta.csv,csv
7708234640-mpn2015671,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: среднее (полное) общее;Л3 Число исполнившихся лет: 15 лет и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015671/meta.csv,csv
7708234640-married6069th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: состою в браке, 60-69 лет",https://rosstat.gov.ru/opendata/7708234640-married6069th/meta.csv,csv
7708234640-VSHP2016181,"ЧИСЛЕННОСТЬ РАБОТНИКОВ СЕЛЬСКОХОЗЯЙСТВЕННЫХ МИКРОПРЕДПРИЯТИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016181/meta.csv,csv
7708234640-VSHP2016393,"ПОСЕВНАЯ ПЛОЩАДЬ ОВОЩНЫХ И БАХЧЕВЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА В ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВАХ ГРАЖДАН ГОРОДСКИХ ОКРУГОВ И ГОРОДСКИХ ПОСЕЛЕНИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016393/meta.csv,csv
7708234640-mpn2015143,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: Не указавшие состояние в браке;Л3 Число исполнившихся лет: 0 - 15 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015143/meta.csv,csv
7708234640-mpn2015633,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: среднее профессиональное (среднее специальное);Возрастная группа: старше трудоспособного",https://rosstat.gov.ru/opendata/7708234640-mpn2015633/meta.csv,csv
7708234640-percentageperage3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-percentageperage3539th/meta.csv,csv
7708234640-fullschool1014th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее образование, 10-14 лет",https://rosstat.gov.ru/opendata/7708234640-fullschool1014th/meta.csv,csv
7708234640-VSHP201640,"ГРУППИРОВКА КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО РАЗМЕРУ ЗЕМЕЛЬНОЙ ПЛОЩАДИ. Том 1",https://rosstat.gov.ru/opendata/7708234640-VSHP201640/meta.csv,csv
7708234640-officialmarriage80plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак зарегистрирован, 80 лет и старше",https://rosstat.gov.ru/opendata/7708234640-officialmarriage80plus/meta.csv,csv
7708234640-mpn2015632,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Среднее;Возрастная группа: старше трудоспособного",https://rosstat.gov.ru/opendata/7708234640-mpn2015632/meta.csv,csv
7708234640-ignoreducationstatus1517th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не указавшие уровень образования, 15-17 лет",https://rosstat.gov.ru/opendata/7708234640-ignoreducationstatus1517th/meta.csv,csv
7708234640-VSHP2016188,"РАСПРЕДЕЛЕНИЕ ЧИСЛЕННОСТИ РУКОВОДИТЕЛЕЙ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ 1) ПО УРОВНЮ ОБРАЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016188/meta.csv,csv
7708234640-VSHP2016476,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ ПОДСОЛНЕЧНИКА НА ЗЕРНО ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016476/meta.csv,csv
7708234640-percentagepersex7579th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по полу, 75-79 лет",https://rosstat.gov.ru/opendata/7708234640-percentagepersex7579th/meta.csv,csv
7708234640-VSHP2016339,"ПОСЕВНАЯ ПЛОЩАДЬ ТРАВ МНОГОЛЕТНИХ ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016339/meta.csv,csv
7708234640-realestaterosstat2020,"Информация об используемых объектах недвижимого имущества Федеральной службы государственной статистики",https://rosstat.gov.ru/opendata/7708234640-realestaterosstat2020/meta.csv,csv
7708234640-mpn2015644,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: высшее для МПН-2015;Л3 Число исполнившихся лет: 10 лет и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015644/meta.csv,csv
7708234640-VSHP2016158,"УДЕЛЬНЫЙ ВЕС ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВ ГРАЖДАН, ПРОИЗВОДИВШИХ СЕЛЬСКОХОЗЯЙСТВЕННУЮ ПРОДУКЦИЮ В I ПОЛУГОДИИ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016158/meta.csv,csv
7708234640-percentageperage7074th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, 70–74 года",https://rosstat.gov.ru/opendata/7708234640-percentageperage7074th/meta.csv,csv
7708234640-mpn2015578,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Среднее;Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015578/meta.csv,csv
7708234640-highedubachelor,"Численность населения, имеющего профессиональное высшее образование степени бакалавр (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-highedubachelor/meta.csv,csv
7708234640-mpn2015141,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: разошелся (ВПН-2010);Л3 Число исполнившихся лет: 0 - 15 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015141/meta.csv,csv
7708234640-mpn2015638,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: дошкольное (для детей в возрасте 6-9 лет);Возрастная группа: старше трудоспособного",https://rosstat.gov.ru/opendata/7708234640-mpn2015638/meta.csv,csv
7708234640-mpn2015572,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: высшее для МПН-2015;Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015572/meta.csv,csv
7708234640-ca1502072,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Саратовской области",https://rosstat.gov.ru/opendata/7708234640-ca1502072/meta.csv,csv
7708234640-mpn2015131,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: разошелся (ВПН-2010);Л3 Число исполнившихся лет: Итого",https://rosstat.gov.ru/opendata/7708234640-mpn2015131/meta.csv,csv
7708234640-VSHP2016127,"ЧИСЛО ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВ ГРАЖДАН, ИМЕВШИХ ТЕПЛИЦЫ И ПАРНИКИ И ИХ ОБЩАЯ ПЛОЩАДЬ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016127/meta.csv,csv
7708234640-university2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: высшее для МПН-2015, 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-university2529th/meta.csv,csv
7708234640-graduate1014th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: послевузовское профессиональное, 10-14 лет",https://rosstat.gov.ru/opendata/7708234640-graduate1014th/meta.csv,csv
7708234640-totaloutignor3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: всего без неуказавших, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-totaloutignor3539th/meta.csv,csv
7708234640-notmarried80plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: никогда не состоявшие в браке (супружеском союзе), 80 лет и старше",https://rosstat.gov.ru/opendata/7708234640-notmarried80plus/meta.csv,csv
7708234640-VSHP2016590,"ПОГОЛОВЬЕ КУР В ХОЗЯЙСТВАХ ГРАЖДАН В ГОРОДСКИХ ОКРУГАХ И ГОРОДСКИХ ПОСЕЛЕНИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016590/meta.csv,csv
7708234640-mpn2015694,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: не имеющие начального общего образования - не умеющие читать и писать (неграмотные);Л3 Число исполнившихся лет: 18 и более",https://rosstat.gov.ru/opendata/7708234640-mpn2015694/meta.csv,csv
7708234640-VSHP2016392,"ПОСЕВНАЯ ПЛОЩАДЬ КАРТОФЕЛЯ ПОД УРОЖАЙ 2016 ГОДА В ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВАХ ГРАЖДАН ГОРОДСКИХ ОКРУГОВ И ГОРОДСКИХ ПОСЕЛЕНИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016392/meta.csv,csv
7708234640-VSHP2016290,"ПОСЕВНАЯ ПЛОЩАДЬ РИСА ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016290/meta.csv,csv
7708234640-womenper1000men59th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: женщин на 1000 мужчин, 5–9 лет",https://rosstat.gov.ru/opendata/7708234640-womenper1000men59th/meta.csv,csv
7708234640-specialist4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: специалист (ВПН-2010), 40-44 года",https://rosstat.gov.ru/opendata/7708234640-specialist4044th/meta.csv,csv
7708234640-VSHP201664,"ГРУППИРОВКА КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО РАЗМЕРАМ ПОСЕВНОЙ ПЛОЩАДИ ЗЕРНОВЫХ И ЗЕРНОБОБОВЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP201664/meta.csv,csv
7708234640-VSHP2016618,"СТРУКТУРА ПОГОЛОВЬЯ ЛОШАДЕЙ ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016618/meta.csv,csv
7708234640-percentagepersextotalunemployableyoung,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по полу, общий итог, Возрастная группа: моложе трудоспособного",https://rosstat.gov.ru/opendata/7708234640-percentagepersextotalunemployableyoung/meta.csv,csv
7708234640-VSHP2016236,"ПЛОЩАДЬ ЗЕМЕЛЬ В МАЛЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЯХ (БЕЗ МИКРОПРЕДПРИЯТИЙ)",https://rosstat.gov.ru/opendata/7708234640-VSHP2016236/meta.csv,csv
7708234640-ca1502040,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Белгородской области",https://rosstat.gov.ru/opendata/7708234640-ca1502040/meta.csv,csv
7708234640-VSHP2016501,"СТРУКТУРА ПОСЕВНЫХ ПЛОЩАДЕЙ ПОД УРОЖАЙ 2016 ГОДА ПО ВИДАМ СЕЛЬСКОХОЗЯЙСТВЕННЫХ КУЛЬТУР В ОГОРОДНИЧЕСКИХ НЕКОММЕРЧЕСКИХ ОБЪЕДИНЕНИЯХ ГРАЖДАН",https://rosstat.gov.ru/opendata/7708234640-VSHP2016501/meta.csv,csv
7708234640-VSHP201623,"ГРУППИРОВКА СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ ПО ЧИСЛЕННОСТИ РАБОТНИКОВ 1). Том 1",https://rosstat.gov.ru/opendata/7708234640-VSHP201623/meta.csv,csv
7708234640-mpn2015730,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: не имеющие начального общего образования - не умеющие читать и писать (неграмотные);Л3 Число исполнившихся лет: 16 – 29 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015730/meta.csv,csv
7708234640-breaked6069th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: разошелся (ВПН-2010), 60-69 лет",https://rosstat.gov.ru/opendata/7708234640-breaked6069th/meta.csv,csv
7708234640-magister1517th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: магистр (ВПН-2010), 15-17 лет",https://rosstat.gov.ru/opendata/7708234640-magister1517th/meta.csv,csv
7708234640-noeducation89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имею образования, 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-noeducation89th/meta.csv,csv
7708234640-ca1502036,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Хабаровскому краю",https://rosstat.gov.ru/opendata/7708234640-ca1502036/meta.csv,csv
7708234640-specialist6064th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: специалист (ВПН-2010), 60-64 года",https://rosstat.gov.ru/opendata/7708234640-specialist6064th/meta.csv,csv
7708234640-unfinisheduniversity2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: неполное высшее профессиональное (незаконченное высшее), 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-unfinisheduniversity2529th/meta.csv,csv
7708234640-academicdegree,"Численность населения, указавшего наличие ученой степени (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-academicdegree/meta.csv,csv
7708234640-ca1502037,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Амурской области",https://rosstat.gov.ru/opendata/7708234640-ca1502037/meta.csv,csv
7708234640-ca1502070,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Самарской области",https://rosstat.gov.ru/opendata/7708234640-ca1502070/meta.csv,csv
7708234640-ignoreducationstatus2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не указавшие уровень образования, 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-ignoreducationstatus2529th/meta.csv,csv
7708234640-VSHP201617,"РАСПРЕДЕЛЕНИЕ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО ДОЛЕ РЕАЛИЗОВАННОЙ ПРОДУКЦИИ В 2015 ГОДУ",https://rosstat.gov.ru/opendata/7708234640-VSHP201617/meta.csv,csv
7708234640-VSHP2016248,"ПЛОЩАДЬ ЗЕМЕЛЬ ЛИЧНЫХ ПОДСОБНЫХ ХОЗЯЙСТВ В ГОРОДСКИХ ОКРУГАХ И В ГОРОДСКИХ ПОСЕЛЕНИЯХ ПО ВИДАМ ЗЕМЛЕПОЛЬЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016248/meta.csv,csv
7708234640-VSHP2016298,"ПОСЕВНАЯ ПЛОЩАДЬ МАСЛИЧНЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016298/meta.csv,csv
7708234640-ca1502045,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Воронежской области",https://rosstat.gov.ru/opendata/7708234640-ca1502045/meta.csv,csv
7708234640-VSHP2016324,"ПОСЕВНАЯ ПЛОЩАДЬ ЗЕЛЕНОГО ГОРОШКА (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016324/meta.csv,csv
7708234640-mpn2015577,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: неполное высшее профессиональное (незаконченное высшее);Л3 Число исполнившихся лет: 75 – 79",https://rosstat.gov.ru/opendata/7708234640-mpn2015577/meta.csv,csv
7708234640-VSHP201694,"ГРУППИРОВКА СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ ПО ПОГОЛОВЬЮ ОВЕЦ И КОЗ",https://rosstat.gov.ru/opendata/7708234640-VSHP201694/meta.csv,csv
7708234640-ignoredmarriagestatus80plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не указавшие состояние в браке, 80 лет и старше",https://rosstat.gov.ru/opendata/7708234640-ignoredmarriagestatus80plus/meta.csv,csv
7708234640-mpn2015658,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: не имеющие начального общего образования - не умеющие читать и писать (неграмотные);Л3 Число исполнившихся лет: 10 лет и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015658/meta.csv,csv
7708234640-VSHP2016584,"ПОГОЛОВЬЕ КОРОВ В ХОЗЯЙСТВАХ ГРАЖДАН В ГОРОДСКИХ ОКРУГАХ И ГОРОДСКИХ ПОСЕЛЕНИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016584/meta.csv,csv
7708234640-VSHP2016353,"ПОСЕВНАЯ ПЛОЩАДЬ ПОДСОЛНЕЧНИКА НА ЗЕРНО ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016353/meta.csv,csv
7708234640-VSHP201612,"ЧИСЛО СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ, ОСУЩЕСТВЛЯВШИХ РАЗЛИЧНЫЕ ВИДЫ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ДЕЯТЕЛЬНОСТИ В I ПОЛУГОДИИ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP201612/meta.csv,csv
7708234640-VSHP2016162,"РАСПРЕДЕЛЕНИЕ ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВ ГРАЖДАН ПО ЦЕЛИ ПРОИЗВОДСТВА СЕЛЬСКОХОЗЯЙСТВЕННОЙ ПРОДУКЦИИ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016162/meta.csv,csv
7708234640-percentageperage1519th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, 15–19 лет",https://rosstat.gov.ru/opendata/7708234640-percentageperage1519th/meta.csv,csv
7708234640-VSHP20167,"СТРУКТУРА ОСНОВНЫХ ПОКАЗАТЕЛЕЙ ВСЕРОССИЙСКОЙ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ПЕРЕПИСИ ПО КРЕСТЬЯНСКИМ (ФЕРМЕРСКИМ) ХОЗЯЙСТВАМ И ИНДИВИДУАЛЬНЫМ ПРЕДПРИНИМАТЕЛЯМ",https://rosstat.gov.ru/opendata/7708234640-VSHP20167/meta.csv,csv
7708234640-percentageperage69th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, 6-9 лет",https://rosstat.gov.ru/opendata/7708234640-percentageperage69th/meta.csv,csv
7708234640-VSHP2016105,"ГРУППИРОВКА КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО ПОГОЛОВЬЮ ОВЕЦ И КОЗ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016105/meta.csv,csv
7708234640-VSHP2016466,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ КУКУРУЗЫ НА ЗЕРНО ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016466/meta.csv,csv
7708234640-VSHP2016362,"ПОСЕВНАЯ ПЛОЩАДЬ СВЕКЛЫ СТОЛОВОЙ (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016362/meta.csv,csv
7708234640-VSHP2016242,"ПЛОЩАДЬ ЗЕМЕЛЬ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016242/meta.csv,csv
7708234640-VSHP201675,"ПЛОЩАДИ МНОГОЛЕТНИХ НАСАЖДЕНИЙ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP201675/meta.csv,csv
7708234640-VSHP2016449,"ПЛОЩАДИ МНОГОЛЕТНИХ СУБТРОПИЧЕСКИХ ПЛОДОВЫХ НАСАЖДЕНИЙ ПО ВИДАМ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016449/meta.csv,csv
7708234640-unemploymentrate1,"Уровень безработицы населения в возрасте 15 лет и старше",https://rosstat.gov.ru/opendata/7708234640-unemploymentrate1/meta.csv,csv
7708234640-fullcollege2529th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее профессиональное (среднее специальное), 25-29 лет",https://rosstat.gov.ru/opendata/7708234640-fullcollege2529th/meta.csv,csv
7708234640-VSHP2016218,"РАСПРЕДЕЛЕНИЕ ЧИСЛЕННОСТИ ГЛАВ КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО ПОЛУ И ВОЗРАСТУ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016218/meta.csv,csv
7708234640-VSHP201668,"ГРУППИРОВКА КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ ПО РАЗМЕРАМ ПОСЕВНОЙ ПЛОЩАДИ ПОДСОЛНЕЧНИКА НА ЗЕРНО ПОД УРОЖАЙ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP201668/meta.csv,csv
7708234640-bdboo2016,"(Архив) Бухгалтерская (финансовая) отчетность предприятий и организаций за 2016 год",https://rosstat.gov.ru/opendata/7708234640-bdboo2016/meta.csv,csv
7708234640-mpn2015119,"Население в процентах к итогу по полу;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л3 Число исполнившихся лет: 18-72",https://rosstat.gov.ru/opendata/7708234640-mpn2015119/meta.csv,csv
7708234640-VSHP2016505,"ГРУППИРОВКА СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ ПО РАЗМЕРАМ ПОСЕВНОЙ ПЛОЩАДИ ПОДСОЛНЕЧНИКА НА ЗЕРНО ПОД УРОЖАЙ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016505/meta.csv,csv
7708234640-ca1502029,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Забайкальскому краю",https://rosstat.gov.ru/opendata/7708234640-ca1502029/meta.csv,csv
7708234640-1livelihood,"Численность населения, указавшего один источник средств к существованию (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-1livelihood/meta.csv,csv
7708234640-totalnotmarried16th3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: общий итог, исключая лиц до 16 не состоявших в браке, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-totalnotmarried16th3539th/meta.csv,csv
7708234640-VSHP2016202,"РАСПРЕДЕЛЕНИЕ ЧИСЛЕННОСТИ ПОСТОЯННЫХ РАБОТНИКОВ МАЛЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ1) ПО ПОЛУ И ВОЗРАСТУ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016202/meta.csv,csv
